hspeed,Distancefromexchange,MarketClassification, t24hr , httppost24hr , dns_24hrs , jitter_24hrs_up , jitter_24hrs_down , latencyloss24 
17.00,1075.51,1075.51,11.94,0.83,66.10,0.82,0.41,31.40
76.00,1278.60,1278.60,70.49,18.42,23.71,0.34,0.51,19.24
76.00,462.36,462.36,67.24,18.58,5.77,0.25,0.28,14.31
76.00,1056.30,1056.30,67.57,18.64,9.15,0.18,1.20,9.05
76.00,0.00,0.00,39.33,15.15,21.21,0.27,0.33,19.75
250.00,595.97,595.97,235.33,119.65,6.36,0.17,0.18,8.10
17.00,2204.50,2204.50,2.55,0.54,33.60,0.61,0.51,26.93
17.00,751.10,751.10,11.93,0.84,21.34,0.67,0.38,20.85
17.00,2661.93,2661.93,15.31,0.51,18.38,4.59,0.92,15.00
52.00,465.49,465.49,42.97,10.14,9.06,0.19,0.53,8.45
38.00,417.35,417.35,36.72,9.29,14.96,0.23,0.27,12.68
76.00,884.60,884.60,69.81,18.61,9.75,0.22,0.33,18.98
38.00,527.48,527.48,34.48,9.16,21.37,0.25,0.48,20.79
38.00,4774.68,4774.68,17.31,1.71,16.90,0.49,0.33,9.56
100.00,1521.10,1521.10,109.56,5.96,13.41,2.88,0.24,17.47
38.00,242.24,242.24,37.05,9.28,15.81,0.26,0.43,13.89
38.00,2320.08,2320.08,37.23,9.31,13.41,0.22,0.40,7.02
76.00,0.00,0.00,61.21,18.85,9.67,0.30,0.31,9.17
8.00,0.00,0.00,4.13,0.84,19.30,0.93,0.39,25.00
17.00,844.29,844.29,10.79,0.88,16.27,0.48,0.32,15.26
120.00,507.00,507.00,39.07,13.79,25.27,2.19,0.25,22.96
17.00,1295.00,1295.00,12.09,0.66,29.10,1.19,0.29,21.37
38.00,1594.21,1594.21,18.48,5.07,20.76,0.29,0.33,24.01
76.00,290.72,290.72,68.94,17.85,21.59,0.19,0.20,14.77
38.00,1273.20,1273.20,27.52,5.54,22.34,0.40,0.44,23.13
38.00,3335.42,3335.42,35.89,9.30,12.71,0.27,0.36,13.78
76.00,1789.99,1789.99,74.30,18.57,11.56,0.28,0.28,9.77
76.00,2530.07,2530.07,50.43,12.17,18.31,0.27,0.31,18.59
76.00,896.19,896.19,46.44,18.65,24.59,0.25,0.30,30.28
52.00,432.90,432.90,22.95,3.54,14.01,0.28,0.38,14.09
17.00,1589.86,1589.86,6.98,0.95,14.69,0.51,0.47,13.59
100.00,841.48,841.48,101.15,6.10,14.43,1.36,0.11,19.99
17.00,322.56,322.56,11.89,0.90,22.89,0.76,0.74,15.74
17.00,0.00,0.00,19.27,1.05,21.20,0.58,0.28,11.63
38.00,2071.33,2071.33,37.02,10.22,22.80,0.30,0.43,19.84
17.00,1926.44,1926.44,15.35,0.51,13.30,1.11,0.40,12.53
76.00,2166.14,2166.14,37.18,7.50,6.30,0.32,0.33,13.61
17.00,2925.70,2925.70,7.62,0.80,30.97,15.98,0.82,28.56
38.00,1213.03,1213.03,37.18,9.33,10.44,0.18,0.40,7.63
76.00,318.35,318.35,67.31,18.24,30.38,0.27,0.37,22.19
76.00,1848.69,1848.69,40.67,12.84,21.20,0.22,0.35,17.63
17.00,346.44,346.44,5.64,0.65,28.36,4.16,0.69,32.69
38.00,1121.68,1121.68,36.28,9.28,4.20,0.36,0.38,4.74
38.00,3343.56,3343.56,36.18,9.35,6.10,0.25,0.39,15.42
38.00,1337.02,1337.02,26.79,4.87,6.39,0.37,0.26,7.04
55.00,960.47,960.47,41.84,9.41,10.22,0.68,0.60,9.92
76.00,2661.02,2661.02,73.95,18.26,11.01,0.36,0.26,10.73
200.00,1919.81,1919.81,218.68,12.09,16.28,1.23,0.23,25.87
100.00,1079.85,1079.85,83.68,6.00,15.93,1.72,0.10,20.75
52.00,1319.47,1319.47,41.18,9.14,6.51,0.19,0.23,6.03
200.00,709.12,709.12,204.49,12.02,14.96,1.78,0.21,15.46
300.00,1993.86,1993.86,348.01,20.17,20.13,2.64,0.26,25.67
17.00,438.88,438.88,18.98,0.92,26.51,0.56,0.32,19.68
38.00,635.99,635.99,37.69,8.17,30.58,0.94,0.35,15.38
76.00,1063.07,1063.07,64.17,16.88,11.07,0.20,0.35,10.76
52.00,0.00,0.00,35.68,5.88,16.35,0.36,0.73,10.26
17.00,828.78,828.78,7.31,0.64,23.91,0.64,0.44,17.72
76.00,2640.37,2640.37,70.83,18.57,5.45,0.23,0.37,4.61
76.00,1494.20,1494.20,70.62,15.73,19.55,0.28,0.24,11.09
17.00,145.67,145.67,12.66,0.99,19.51,0.64,0.25,22.05
76.00,1248.32,1248.32,43.23,15.31,21.28,0.35,0.43,17.64
38.00,1201.26,1201.26,32.12,9.25,7.32,0.68,0.70,13.68
17.00,127.77,127.77,20.76,0.91,17.65,0.73,0.32,11.16
76.00,690.54,690.54,74.59,18.66,5.53,0.20,0.20,5.88
8.00,3424.87,3424.87,1.23,0.37,36.05,1.27,0.88,36.34
17.00,0.00,0.00,15.31,0.58,35.49,7.35,0.37,41.48
76.00,1637.09,1637.09,72.09,18.51,19.76,0.35,0.25,10.00
76.00,1653.76,1653.76,61.79,18.56,17.86,0.38,0.43,9.80
17.00,280.12,280.12,18.89,0.89,12.95,0.42,0.29,5.06
52.00,760.29,760.29,38.37,5.55,15.88,0.45,0.50,16.58
38.00,5069.85,5069.85,27.20,8.95,10.11,0.25,0.28,11.36
76.00,322.41,322.41,73.39,18.52,9.33,0.25,0.32,8.66
76.00,625.00,625.00,58.99,16.20,17.43,0.31,0.34,9.28
17.00,332.48,332.48,12.32,0.37,28.22,3.04,0.56,20.64
76.00,650.63,650.63,73.04,18.54,8.30,0.25,0.36,7.59
76.00,2067.05,2067.05,73.04,18.44,17.26,0.25,0.27,10.33
76.00,3279.76,3279.76,60.37,18.66,8.61,0.19,0.23,10.95
17.00,1479.73,1479.73,10.18,0.81,29.34,0.62,0.45,20.86
76.00,2541.18,2541.18,67.50,18.57,14.19,0.36,0.25,7.00
76.00,718.62,718.62,74.14,16.96,14.23,0.21,0.29,7.58
38.00,1011.81,1011.81,36.75,9.19,17.81,0.33,0.36,10.31
17.00,0.00,0.00,5.89,0.87,22.21,0.69,0.37,26.59
17.00,0.00,0.00,7.24,0.86,34.06,0.60,0.73,28.41
76.00,119.85,119.85,74.18,18.36,24.53,0.24,0.23,16.91
38.00,0.00,0.00,36.81,9.30,5.59,0.35,0.34,11.08
76.00,0.00,0.00,73.02,18.41,19.89,0.24,0.35,11.70
76.00,586.60,586.60,65.60,16.87,7.39,0.21,0.43,6.64
76.00,1469.40,1469.40,56.83,18.60,9.65,0.25,0.29,6.63
76.00,0.00,0.00,55.08,18.49,17.90,0.38,0.30,9.34
38.00,2409.74,2409.74,36.82,9.28,12.27,0.32,0.35,11.26
52.00,1240.64,1240.64,39.23,5.86,16.85,0.38,0.57,8.36
76.00,744.64,744.64,73.60,18.52,14.85,0.35,0.26,7.25
76.00,926.92,926.92,74.01,16.96,24.33,0.20,0.29,17.89
76.00,0.00,0.00,44.13,17.96,15.58,0.25,0.34,15.12
76.00,1935.79,1935.79,74.27,18.52,27.86,0.32,0.24,20.28
38.00,1024.74,1024.74,37.13,6.50,23.13,0.35,0.26,15.40
52.00,710.19,710.19,45.57,9.29,14.08,0.21,0.40,8.13
76.00,1810.45,1810.45,74.30,18.57,14.11,0.29,0.33,13.66
76.00,1602.40,1602.40,74.28,18.43,17.89,0.24,0.23,10.19
76.00,1190.32,1190.32,50.64,13.83,18.69,0.34,0.24,11.39
76.00,1024.50,1024.50,69.80,18.55,9.42,0.18,0.21,8.75
76.00,560.53,560.53,68.68,18.48,16.64,0.31,0.26,9.51
17.00,108.23,108.23,9.83,0.78,33.15,0.57,0.57,26.49
17.00,1354.88,1354.88,10.39,0.54,12.81,1.52,0.34,10.96
52.00,795.23,795.23,24.59,2.44,13.98,0.34,0.26,13.26
38.00,3513.17,3513.17,32.48,7.40,12.27,0.35,0.42,12.01
38.00,577.44,577.44,37.27,9.33,18.62,0.23,0.42,9.52
52.00,210.44,210.44,49.34,9.27,10.62,0.21,0.22,10.37
38.00,760.28,760.28,22.06,6.20,18.62,0.45,0.40,19.73
17.00,1250.42,1250.42,16.34,0.90,19.05,1.47,0.59,15.86
38.00,2815.82,2815.82,37.29,9.32,10.87,0.27,0.31,10.52
38.00,203607.67,203607.67,20.72,2.41,7.17,0.40,0.36,7.68
38.00,934.44,934.44,36.22,9.29,22.93,0.28,0.40,22.75
17.00,2532.70,2532.70,17.05,0.96,55.76,0.90,0.80,26.95
76.00,1216.56,1216.56,65.26,18.51,12.40,0.27,0.40,11.75
38.00,387.09,387.09,32.57,6.57,18.85,0.36,0.45,24.26
52.00,1558.87,1558.87,45.41,7.71,12.99,0.35,0.42,12.32
17.00,829.46,829.46,8.13,0.90,36.85,0.63,0.52,30.83
76.00,2154.78,2154.78,29.90,13.69,8.14,0.27,0.29,7.29
52.00,875.40,875.40,48.49,7.76,10.96,0.32,0.20,10.23
38.00,2041.69,2041.69,11.68,4.63,10.01,0.22,0.50,12.71
52.00,2512.08,2512.08,45.45,9.19,19.73,0.32,0.26,10.98
76.00,1420.28,1420.28,72.26,17.85,22.87,0.19,0.20,15.87
17.00,963.37,963.37,16.22,0.99,18.28,0.75,0.36,19.06
38.00,2390.91,2390.91,36.14,8.89,16.91,0.45,0.34,7.69
38.00,278.23,278.23,31.82,7.81,11.17,0.43,0.59,9.16
38.00,2100.78,2100.78,32.64,6.80,8.24,0.37,0.32,9.41
76.00,98.23,98.23,55.14,14.43,17.94,0.34,0.62,10.58
76.00,2017.28,2017.28,56.59,16.47,18.33,0.28,0.42,17.69
76.00,3929.67,3929.67,66.33,18.37,15.86,0.24,0.30,7.42
76.00,1980.26,1980.26,52.57,18.56,13.11,0.25,0.29,12.69
17.00,2157.28,2157.28,7.58,0.80,28.83,0.48,0.42,20.80
38.00,704.48,704.48,36.83,9.30,7.79,0.20,0.45,6.68
38.00,1344.01,1344.01,36.94,7.92,13.61,0.36,0.32,16.30
38.00,2810.81,2810.81,31.14,9.30,16.61,1.37,0.73,17.51
52.00,656.27,656.27,49.77,8.60,11.52,0.26,0.38,11.15
76.00,910.97,910.97,74.04,18.44,15.82,0.24,0.25,8.66
38.00,1975.80,1975.80,37.04,9.31,8.38,0.23,0.46,9.16
52.00,1679.16,1679.16,34.99,9.18,12.79,0.18,0.28,12.51
76.00,1234.49,1234.49,57.72,15.44,17.90,0.23,0.17,11.51
17.00,1387.78,1387.78,7.46,0.92,11.37,0.62,0.64,15.07
76.00,0.00,0.00,68.37,18.56,17.27,0.38,0.25,9.59
38.00,1593.08,1593.08,37.32,9.33,9.90,0.30,0.42,7.04
17.00,124.58,124.58,19.31,0.95,11.33,0.47,0.38,5.52
76.00,775.91,775.91,73.77,18.42,28.92,0.36,0.51,20.32
17.00,1097.74,1097.74,6.60,0.86,29.78,0.70,0.45,32.27
76.00,2346.08,2346.08,55.12,13.71,12.20,0.22,0.33,14.58
17.00,1178.49,1178.49,11.77,0.91,23.73,0.66,0.50,18.88
76.00,512.41,512.41,73.68,21.02,10.22,0.28,0.09,9.13
76.00,1219.69,1219.69,74.26,18.67,9.37,0.26,0.30,19.17
17.00,318.01,318.01,18.44,1.03,11.30,0.49,0.31,11.03
38.00,1050.45,1050.45,28.56,5.28,16.08,0.46,0.40,7.64
38.00,233.24,233.24,35.45,9.19,8.13,0.41,0.40,7.12
17.00,401.66,401.66,19.16,1.07,19.11,0.52,0.32,13.64
76.00,2132.03,2132.03,63.95,13.25,18.66,0.38,0.27,11.45
17.00,813.53,813.53,13.98,1.06,14.95,0.49,0.29,12.96
17.00,2332.49,2332.49,2.77,0.78,15.21,0.59,0.64,7.90
17.00,1825.58,1825.58,8.21,0.74,25.12,0.89,0.71,25.61
50.00,1574.95,1574.95,54.43,3.09,14.89,1.98,0.28,18.45
38.00,1878.37,1878.37,28.85,4.75,9.37,0.33,0.41,7.75
38.00,1722.23,1722.23,36.05,5.71,25.82,0.40,0.33,23.62
17.00,1132.13,1132.13,11.57,0.99,26.32,2.26,0.71,26.27
70.00,690.06,690.06,76.73,5.00,7.69,1.32,0.09,19.92
38.00,782.74,782.74,34.16,9.27,9.00,0.40,0.37,8.72
38.00,83.55,83.55,36.79,9.25,15.46,0.45,0.29,7.46
17.00,221.71,221.71,16.93,0.99,17.55,0.97,0.79,14.10
38.00,1211.66,1211.66,30.70,7.43,12.09,0.30,0.28,10.73
70.00,794.94,794.94,69.83,5.00,16.01,2.49,0.42,21.62
38.00,1306.17,1306.17,36.12,9.26,19.76,0.40,0.29,11.62
38.00,2566.32,2566.32,37.33,9.78,9.46,0.39,0.33,7.32
38.00,885.70,885.70,35.21,9.26,22.10,0.40,0.35,12.68
38.00,1207.91,1207.91,34.91,9.49,14.07,0.65,0.41,10.21
38.00,1546.51,1546.51,24.35,1.66,35.14,11.04,0.54,37.80
38.00,634.08,634.08,37.10,6.93,17.67,0.39,0.26,9.12
38.00,1100.65,1100.65,21.92,1.81,12.87,0.65,0.51,12.05
17.00,3169.79,3169.79,14.09,0.81,25.30,1.56,0.36,16.35
38.00,904.96,904.96,34.39,9.18,18.70,0.44,0.43,9.89
38.00,952.77,952.77,36.80,5.48,10.60,0.47,0.32,8.84
17.00,262.51,262.51,18.30,1.08,12.03,0.54,0.33,10.10
76.00,1555.95,1555.95,70.83,18.57,12.32,0.26,0.26,10.77
50.00,1878.24,1878.24,49.31,3.06,15.15,1.71,0.14,24.39
76.00,1909.19,1909.19,67.57,18.57,15.36,0.31,0.34,12.87
76.00,1987.95,1987.95,36.49,15.31,18.66,2.98,7.75,18.21
38.00,4049.62,4049.62,35.30,18.38,10.33,0.31,0.51,9.16
76.00,1079.12,1079.12,41.78,12.82,20.49,0.41,0.41,19.23
17.00,332.28,332.28,11.60,0.84,25.58,0.62,0.50,20.88
38.00,1977.13,1977.13,23.75,6.09,14.93,0.44,0.32,5.48
76.00,362.11,362.11,62.24,18.56,13.49,0.25,0.31,12.92
38.00,796.26,796.26,32.38,5.63,8.36,0.27,0.39,7.20
38.00,0.00,0.00,32.04,6.65,21.28,0.35,0.52,20.15
38.00,2947.10,2947.10,37.20,9.32,9.70,0.27,0.31,6.15
76.00,196.16,196.16,73.98,18.56,17.34,0.36,0.27,9.81
38.00,1808.89,1808.89,37.26,9.33,12.57,0.22,0.42,8.58
17.00,1571.00,1571.00,8.49,0.79,17.55,0.89,0.46,15.60
76.00,448.65,448.65,48.56,16.41,16.32,0.32,0.34,13.17
38.00,1912.44,1912.44,30.06,5.54,11.55,0.45,0.44,10.00
76.00,1099.82,1099.82,70.03,17.83,13.64,0.26,0.30,6.18
8.00,2780.74,2780.74,4.40,0.42,45.17,1.82,0.48,47.52
38.00,1494.48,1494.48,36.91,9.30,6.85,0.19,0.43,5.55
76.00,430.68,430.68,73.27,20.79,12.07,0.29,0.13,7.85
38.00,3692.75,3692.75,31.51,4.14,12.41,0.39,0.41,10.47
17.00,2230.48,2230.48,12.11,0.52,29.14,0.86,0.46,20.98
17.00,138.22,138.22,20.77,1.07,18.82,0.54,0.22,13.26
38.00,1480.89,1480.89,33.73,4.99,14.65,0.50,0.41,13.11
17.00,364.52,364.52,17.97,1.04,17.65,0.68,0.44,16.97
17.00,2196.36,2196.36,7.26,0.71,20.36,0.80,0.39,18.24
70.00,924.46,924.46,65.50,4.01,32.14,28.56,0.29,14.80
38.00,0.00,0.00,37.24,9.33,8.84,0.23,0.38,8.20
76.00,2568.65,2568.65,66.73,18.56,16.37,0.37,0.54,8.97
17.00,758.55,758.55,11.97,0.70,31.38,0.59,0.42,19.68
55.00,993.50,993.50,50.91,9.27,8.25,0.42,0.35,6.63
8.00,1338.77,1338.77,5.58,0.97,22.34,0.53,1.03,25.89
38.00,1501.36,1501.36,24.59,6.02,9.72,0.41,0.42,8.33
8.00,2157.67,2157.67,1.32,0.24,49.15,8.28,0.75,49.68
17.00,0.00,0.00,13.11,0.57,14.10,0.92,0.31,13.83
70.00,524.74,524.74,68.40,5.00,49.98,12.00,0.45,10.21
50.00,956.97,956.97,54.81,3.02,12.86,2.44,0.24,11.25
52.00,1734.11,1734.11,40.92,8.49,20.90,0.22,0.45,12.39
38.00,791.04,791.04,37.31,9.03,9.13,0.31,0.29,10.90
150.00,3268.86,3268.86,144.27,9.72,15.36,2.96,0.35,17.46
150.00,0.00,0.00,161.41,9.95,16.42,1.64,0.30,15.94
200.00,868.76,868.76,219.34,12.10,16.10,1.24,0.23,20.97
100.00,2402.52,2402.52,109.67,6.10,16.19,1.76,0.23,24.63
150.00,2087.14,2087.14,163.22,9.93,12.69,2.38,0.24,15.95
150.00,3778.26,3778.26,146.64,8.98,12.98,2.56,0.26,21.57
38.00,4284.57,4284.57,35.04,4.65,14.71,0.40,0.30,7.47
200.00,1782.40,1782.40,208.75,12.11,10.19,1.14,0.21,12.33
38.00,1195.01,1195.01,37.29,9.33,14.99,0.23,0.40,18.02
200.00,0.00,0.00,216.16,10.68,26.81,2.63,0.26,16.08
200.00,2402.10,2402.10,211.61,12.04,16.39,2.79,0.35,13.46
300.00,671.47,671.47,339.57,20.98,17.85,1.81,0.23,21.28
200.00,2682.45,2682.45,209.06,12.06,10.56,1.81,0.11,14.63
300.00,609.76,609.76,338.89,21.00,16.41,1.65,0.23,21.79
200.00,1649.93,1649.93,212.66,12.06,12.35,1.42,0.11,18.31
200.00,1284.41,1284.41,203.02,12.04,16.16,1.64,0.27,20.23
38.00,1662.10,1662.10,37.25,5.23,17.48,0.29,0.29,19.88
150.00,707.20,707.20,161.35,9.99,15.19,1.69,0.14,24.70
50.00,1953.60,1953.60,54.91,2.89,12.84,1.62,0.23,14.35
8.00,5886.45,5886.45,0.86,0.39,54.62,0.75,0.59,47.82
38.00,2744.39,2744.39,35.12,9.32,13.17,0.39,0.27,6.10
76.00,139.45,139.45,73.49,18.54,14.78,0.30,0.52,14.86
76.00,2642.73,2642.73,68.57,18.50,10.52,0.30,0.41,9.21
38.00,2716.99,2716.99,36.67,9.19,21.36,0.41,0.26,13.09
38.00,566.37,566.37,36.82,6.37,18.03,0.42,0.33,8.48
38.00,2795.26,2795.26,28.61,5.49,9.33,0.38,0.46,8.56
38.00,257.10,257.10,37.32,9.59,22.20,0.42,0.39,13.84
76.00,773.67,773.67,65.23,17.02,6.49,0.19,0.24,5.78
17.00,275.43,275.43,18.68,1.05,16.07,0.53,0.42,14.51
76.00,2577.04,2577.04,46.02,8.48,15.93,0.32,0.51,8.28
38.00,1413.30,1413.30,22.07,3.40,18.01,0.42,0.60,18.97
76.00,1598.46,1598.46,51.59,8.27,10.71,0.44,0.31,10.03
76.00,2316.63,2316.63,68.31,17.70,15.49,0.27,0.35,16.33
17.00,538.40,538.40,18.12,1.05,11.46,0.59,0.40,10.24
17.00,1278.94,1278.94,10.81,0.66,13.48,0.68,0.27,12.28
76.00,1084.42,1084.42,67.86,13.28,26.85,7.57,0.30,20.99
0.00,1660.66,1660.66,8.14,10.39,60.11,1.21,1.17,97.31
38.00,895.93,895.93,24.01,9.31,5.76,0.40,0.68,8.99
76.00,459.03,459.03,50.40,15.31,17.57,0.23,0.24,16.05
38.00,1563.38,1563.38,36.08,6.62,20.00,0.41,0.27,11.28
17.00,554.07,554.07,7.18,0.99,12.40,0.96,0.39,9.23
38.00,3038.34,3038.34,32.36,4.14,47.54,13.96,0.38,61.14
38.00,1537.17,1537.17,27.74,7.04,7.97,0.32,0.36,6.71
76.00,1249.26,1249.26,43.28,15.08,12.48,0.36,0.37,10.42
17.00,910.48,910.48,16.28,1.06,21.63,0.91,0.40,20.21
200.00,2512.37,2512.37,212.83,12.09,9.97,1.22,0.27,15.11
150.00,1152.26,1152.26,159.74,9.98,12.34,2.14,0.33,14.41
200.00,1078.43,1078.43,216.61,12.11,16.21,2.05,0.25,17.96
200.00,1119.83,1119.83,209.10,11.99,17.75,1.45,0.08,18.67
200.00,1995.15,1995.15,113.22,11.97,17.12,2.26,0.66,21.97
200.00,1470.33,1470.33,185.67,11.96,15.81,1.86,0.10,23.37
200.00,3112.53,3112.53,219.19,12.09,17.52,1.81,0.23,23.80
100.00,286.84,286.84,109.32,5.99,12.49,2.25,0.26,15.57
200.00,1510.15,1510.15,196.10,11.52,18.03,1.98,0.09,20.23
200.00,635.08,635.08,201.71,12.07,13.65,1.94,0.28,13.76
200.00,205.78,205.78,175.17,12.20,19.13,1.16,0.25,23.41
300.00,0.00,0.00,251.36,20.34,17.63,2.07,0.36,23.96
200.00,1740.14,1740.14,210.03,11.91,16.15,2.68,0.13,17.08
200.00,448.56,448.56,170.37,11.51,14.96,2.87,0.42,20.12
150.00,750.13,750.13,161.89,9.98,14.82,1.66,0.28,16.61
200.00,1238.85,1238.85,190.02,12.02,16.78,2.48,0.32,18.92
150.00,548.34,548.34,60.99,9.95,10.93,2.99,0.18,13.91
300.00,2370.63,2370.63,332.68,20.89,15.84,1.37,0.23,22.55
100.00,1184.31,1184.31,101.34,6.09,10.02,1.30,0.27,11.21
200.00,666.82,666.82,216.82,12.07,14.99,1.46,0.24,16.35
150.00,208.74,208.74,156.59,10.01,11.36,1.46,0.24,15.98
100.00,631.96,631.96,109.50,6.06,9.77,1.60,0.11,13.16
200.00,401.92,401.92,165.07,12.05,9.68,2.45,0.14,8.44
300.00,1329.35,1329.35,279.40,20.95,16.28,1.63,0.38,22.85
38.00,2995.14,2995.14,37.02,7.60,20.08,0.39,0.30,11.27
76.00,243.35,243.35,62.18,18.58,16.18,0.36,0.26,9.56
17.00,1209.89,1209.89,17.70,1.24,12.73,4.13,0.68,14.81
17.00,280.63,280.63,16.50,0.93,28.18,0.77,0.40,26.94
76.00,1109.38,1109.38,63.88,10.90,8.48,0.25,0.41,8.06
76.00,1236.53,1236.53,74.14,18.43,16.40,0.25,0.24,6.64
38.00,1231.67,1231.67,35.93,9.25,11.90,0.44,0.44,12.89
76.00,1815.25,1815.25,73.12,18.39,15.88,0.29,0.28,5.88
38.00,0.00,0.00,35.88,9.29,26.24,0.28,0.40,20.29
76.00,895.63,895.63,57.65,18.63,17.54,0.26,0.35,16.34
76.00,2006.53,2006.53,49.35,13.37,22.22,0.26,0.40,14.52
38.00,495.70,495.70,36.89,6.67,13.02,0.27,0.47,12.46
17.00,3880.18,3880.18,3.37,0.37,46.12,1.01,0.70,47.69
76.00,950.54,950.54,74.07,18.66,12.54,0.25,0.30,5.98
52.00,2109.41,2109.41,50.04,9.41,6.05,0.22,0.32,5.72
76.00,2196.55,2196.55,59.07,18.55,15.28,0.25,0.24,14.93
38.00,1104.69,1104.69,37.19,8.49,20.59,7.80,0.43,29.93
52.00,1823.63,1823.63,50.79,9.43,18.10,0.33,0.26,16.97
52.00,2272.34,2272.34,50.43,9.24,13.69,0.48,0.32,6.48
38.00,945.62,945.62,32.69,6.49,25.23,0.39,0.32,17.88
76.00,772.17,772.17,29.87,11.24,14.49,0.28,0.36,23.64
76.00,0.00,0.00,58.36,18.58,15.70,0.54,0.51,18.37
76.00,676.07,676.07,65.98,18.56,17.81,0.25,0.29,17.10
76.00,637.88,637.88,72.88,16.64,13.67,0.26,0.37,5.17
38.00,772.01,772.01,37.26,9.32,7.82,0.27,0.29,8.81
38.00,524.67,524.67,31.72,9.32,9.81,0.23,0.24,10.55
52.00,1758.80,1758.80,51.11,9.20,16.20,0.32,0.25,8.57
38.00,2666.43,2666.43,37.24,9.32,10.35,0.22,0.41,6.64
38.00,1566.20,1566.20,36.57,9.30,9.18,0.27,0.33,10.48
38.00,1253.47,1253.47,37.21,9.33,12.26,0.22,0.42,10.64
38.00,0.00,0.00,36.85,9.29,14.61,0.22,0.47,16.71
50.00,2277.69,2277.69,54.01,3.02,16.71,1.89,0.30,21.15
38.00,580.61,580.61,37.34,9.33,7.36,0.28,0.29,8.09
38.00,541.78,541.78,34.53,9.16,15.15,0.29,0.45,15.13
76.00,1277.09,1277.09,72.06,18.56,14.61,0.30,0.33,15.01
38.00,480.02,480.02,32.66,9.33,15.39,0.23,0.38,17.38
38.00,490.81,490.81,37.33,9.33,8.18,0.28,0.30,8.99
38.00,1999.36,1999.36,32.11,5.76,25.30,0.30,0.53,25.74
76.00,0.00,0.00,65.85,16.93,18.73,0.27,0.34,11.54
76.00,643.16,643.16,55.60,17.58,6.10,0.31,0.34,5.75
38.00,910.51,910.51,31.79,5.41,8.82,0.36,0.41,8.28
76.00,1850.97,1850.97,70.00,18.56,10.70,0.20,0.37,9.86
38.00,1205.18,1205.18,36.87,9.31,14.23,0.58,0.82,10.18
38.00,1420.82,1420.82,37.29,9.33,12.87,0.22,0.42,9.42
38.00,2464.84,2464.84,37.33,7.92,11.60,0.33,0.44,13.97
76.00,1009.87,1009.87,73.35,18.41,18.16,0.24,0.30,10.08
38.00,1647.75,1647.75,37.29,9.32,9.81,0.35,0.30,6.22
38.00,2973.24,2973.24,28.66,1.15,9.43,0.67,0.39,10.32
38.00,3024.69,3024.69,21.30,2.37,12.30,0.33,0.32,28.26
38.00,833.41,833.41,37.33,9.33,9.89,0.22,0.42,6.31
38.00,2909.30,2909.30,30.17,7.91,19.03,0.37,0.35,17.81
38.00,133.26,133.26,36.61,9.28,12.41,0.28,0.38,11.24
38.00,2201.95,2201.95,27.63,8.79,9.44,0.26,0.30,11.84
76.00,0.00,0.00,48.21,18.43,29.86,0.30,0.36,22.55
38.00,2275.75,2275.75,36.99,8.50,10.23,0.19,0.44,6.50
55.00,2689.82,2689.82,17.96,3.69,30.99,0.40,0.57,29.83
38.00,914.70,914.70,34.22,9.57,19.35,0.30,0.35,13.43
38.00,2012.45,2012.45,37.24,9.32,13.45,0.17,0.43,9.08
17.00,2155.58,2155.58,6.17,0.68,28.17,1.00,0.35,30.58
38.00,6793.71,6793.71,23.26,5.24,20.11,0.57,0.65,11.32
0.00,3010.69,3010.69,24.64,18.06,19.54,3.37,2.11,14.51
76.00,368.10,368.10,74.23,18.57,8.78,0.28,0.40,7.77
17.00,0.00,0.00,3.99,0.65,31.42,0.70,0.54,23.24
76.00,0.00,0.00,66.30,18.56,22.65,0.25,0.30,22.56
38.00,402.61,402.61,24.31,7.58,37.72,0.34,0.22,29.13
70.00,2026.60,2026.60,60.61,4.12,26.09,30.83,0.15,19.04
38.00,549.89,549.89,30.26,9.33,11.14,0.22,0.53,7.49
76.00,508.15,508.15,49.34,10.21,10.34,0.27,0.25,6.29
38.00,1309.56,1309.56,35.96,9.13,11.97,0.80,0.49,13.20
76.00,0.00,0.00,73.07,18.60,8.61,0.20,0.25,8.03
76.00,1539.99,1539.99,48.51,9.35,23.92,0.26,0.77,22.30
76.00,0.00,0.00,66.40,18.66,9.96,0.30,0.40,10.74
76.00,2953.49,2953.49,45.55,17.86,10.60,0.26,0.45,10.05
76.00,123.85,123.85,73.12,18.40,16.84,0.26,0.29,8.99
76.00,1457.02,1457.02,74.29,18.66,7.24,0.26,0.29,8.17
76.00,1059.49,1059.49,55.16,17.59,13.57,0.31,0.41,14.40
76.00,1916.38,1916.38,55.47,17.70,18.18,0.18,0.26,25.94
200.00,483.50,483.50,200.23,11.21,16.69,2.63,0.09,21.94
76.00,2696.70,2696.70,71.55,17.48,8.36,0.22,0.22,9.77
76.00,0.00,0.00,68.65,17.99,18.54,0.85,0.36,14.64
76.00,507.70,507.70,68.49,15.76,12.10,0.28,0.28,10.70
76.00,1136.14,1136.14,39.89,11.25,22.13,0.30,0.30,24.03
76.00,0.00,0.00,73.26,18.56,18.82,0.38,0.33,15.34
76.00,459.64,459.64,68.25,18.55,14.85,0.26,0.29,13.34
76.00,1060.90,1060.90,68.33,15.90,17.36,0.90,0.48,17.59
76.00,1676.68,1676.68,74.41,18.62,9.08,0.23,0.39,10.14
76.00,3953.83,3953.83,36.03,18.16,19.10,0.42,0.62,14.32
