Ip,Throughput
96.114.21.44,0.18
96.114.21.45,0.301
96.114.21.49,0.182
96.114.21.61,0.051
96.114.21.64,0.315
96.114.21.67,0.064
96.114.21.73,0.004
176.58.115.4,0.215
176.58.115.5,0.1
176.58.115.7,0.004
176.58.115.9,0.111
176.58.115.11,0.08
176.58.115.17,0
176.58.115.22,0.027
176.58.115.26,0.569
176.58.115.30,0.043
176.58.115.34,0.014
176.58.115.35,0.082
176.58.115.38,0.533
176.58.115.43,0.041
176.58.115.45,0.523
176.58.115.50,0.835
176.58.115.54,0.091
176.58.115.55,0.087
176.58.115.60,0.535
176.58.115.61,0.038
176.58.115.62,0.523
176.58.115.63,0.094
176.58.115.69,0.082
176.58.115.72,0.367
176.58.115.74,0.016
176.58.115.80,0.031
176.58.115.81,0.123
176.58.115.87,0.128
176.58.115.92,0
176.58.115.95,0.002
176.58.115.96,0.964
176.58.115.97,0.031
176.58.115.98,0.02
176.58.115.100,0.032
176.58.115.104,0.053
176.58.115.109,0.595
176.58.115.111,0.298
176.58.115.115,0.002
176.58.115.125,0.01
176.58.115.126,0.112
176.58.115.132,0.227
176.58.115.135,0.489
176.58.115.136,0.005
176.58.115.137,4.043
176.58.115.146,0.007
176.58.115.151,0.071
176.58.115.157,0
176.58.115.159,0.002
176.58.115.162,0.009
176.58.115.163,0.105
176.58.115.165,0.029
176.58.115.166,0.258
176.58.115.170,0.011
176.58.115.172,0.142
176.58.115.181,0.064
176.58.115.187,0.036
176.58.115.194,0.095
176.58.115.197,0.016
176.58.115.198,0.088
176.58.115.202,0.001
176.58.115.208,0
176.58.115.211,0.581
176.58.115.219,0.244
176.58.115.221,0.031
176.58.115.222,0.163
176.58.115.226,0.008
176.58.115.227,0.03
176.58.115.229,0.002
176.58.115.234,0.112
176.58.115.235,0.009
176.58.115.238,0.037
176.58.115.239,1.09
176.58.115.244,0
176.58.115.248,0.032
176.58.115.252,0.006
176.58.115.253,3.861
176.58.115.254,0.18
130.211.17.4,0.031
130.211.17.7,0.473
130.211.17.13,0.744
130.211.17.17,0
130.211.17.21,0.171
130.211.17.27,0
130.211.17.30,0
130.211.17.31,0.056
130.211.17.36,0.007
130.211.17.38,0
130.211.17.43,0
130.211.17.54,0.002
130.211.17.59,0.005
130.211.17.65,0.372
130.211.17.69,0.001
130.211.17.71,0.001
130.211.17.77,0.005
130.211.17.81,0.038
130.211.17.84,0
130.211.17.87,0.093
130.211.17.108,0
130.211.17.121,0
130.211.17.122,0.001
130.211.17.123,0
130.211.17.127,0
130.211.17.132,0
130.211.17.148,0
130.211.17.150,0.029
130.211.17.168,0.002
130.211.17.182,0
130.211.17.184,0.002
130.211.17.193,0.04
130.211.17.198,0.592
130.211.17.211,0.105
130.211.17.220,0
130.211.17.229,0
130.211.17.231,0
130.211.17.247,8.511
130.211.17.249,0.11
40.115.34.31,0.008
40.115.34.52,0.007
40.115.34.56,0.001
40.115.34.88,0.017
40.115.34.89,0.016
40.115.34.91,0.036
40.115.34.117,0.02
40.115.34.121,0.015
40.115.34.126,0.116
40.115.34.131,0.683
40.115.34.153,0.116
40.115.34.211,0.27
40.115.34.219,0.004
40.115.34.234,0.135
185.31.27.12,5.877
185.31.27.148,0
52.76.79.11,0.017
52.76.79.40,0.01
52.76.79.43,0
52.76.79.46,0.002
52.76.79.55,0
52.76.79.60,0.007
52.76.79.65,0
52.76.79.81,0.009
52.76.79.106,0.029
52.76.79.138,0.31
52.76.79.141,0.059
52.76.79.143,0.012
52.76.79.148,0
52.76.79.161,0.03
52.76.79.196,0.01
52.76.79.208,0.005
203.27.235.6,0.232
203.27.235.7,0.224
203.27.235.8,0.014
203.27.235.13,0.002
203.27.235.20,0.083
203.27.235.22,0.036
203.27.235.23,0.033
203.27.235.24,0.003
203.27.235.53,0.021
203.27.235.99,0.696
203.27.235.112,0.01
203.27.235.119,0.102
203.27.235.126,0.035
203.27.235.172,0.002
203.27.235.178,0.001
62.138.239.45,0.006
62.138.239.51,2.535
62.138.239.55,3.056
62.138.239.56,2.87
62.138.239.57,2.85
62.138.239.58,2.862
62.138.239.59,2.87
62.138.239.63,2.866
62.138.239.70,0.303
62.138.239.91,2.845
62.138.239.92,2.863
62.138.239.93,2.839
62.138.239.96,2.849
62.138.239.97,3.083
62.138.239.98,3.043
62.138.239.99,2.888
62.138.239.103,3.06
62.138.239.104,2.845
62.138.239.118,2.853
62.138.239.119,3.124
62.138.239.122,2.84
62.138.239.123,2.868
62.138.239.124,2.813
62.138.239.129,2.865
62.138.239.132,2.847
62.138.239.134,2.852
62.138.239.135,2.847
62.138.239.136,2.852
62.138.239.137,2.892
62.138.239.140,2.869
62.138.239.152,0.196
62.138.239.165,2.87
62.138.239.240,2.831
47.74.244.21,0.041
47.74.244.25,0
47.74.244.27,0.003
47.74.244.31,0.001
47.74.244.33,0
47.74.244.38,0
47.74.244.48,0.001
47.74.244.50,0.005
47.74.244.58,0.002
47.74.244.59,0
47.74.244.70,0.008
47.74.244.85,0.002
47.74.244.100,0.001
47.74.244.106,0.008
47.74.244.113,0
47.74.244.116,0
47.74.244.130,0.055
47.74.244.135,0.002
47.74.244.136,0.001
47.74.244.137,0.005
47.74.244.141,0.007
47.74.244.146,0.01
47.74.244.161,0.003
47.74.244.171,0
47.74.244.186,0.003
47.74.244.193,0.003
47.74.244.194,0.001
47.74.244.196,0
47.74.244.202,0.002
47.74.244.208,0.006
47.74.244.216,0.007
47.74.244.231,0.001
47.74.244.239,0.02
212.77.98.1,0.001
212.77.98.29,0.646
212.77.98.33,0.002
203.104.150.1,0
203.104.150.6,0
203.104.150.9,0.003
203.104.150.14,0.001
203.104.150.23,0
203.104.150.36,0
203.104.150.37,0
203.104.150.38,0.003
203.104.150.54,0
203.104.150.55,0.001
203.104.150.60,0
203.104.150.65,0
203.104.150.66,0.064
203.104.150.76,0.001
203.104.150.87,0.007
203.104.150.105,0
203.104.150.114,0
203.104.150.128,0.015
203.104.150.129,0.195
203.104.150.139,0
203.104.150.144,0.001
203.104.150.146,0
203.104.150.167,0.007
203.104.150.168,0
203.104.150.174,0
203.104.150.175,0.001
203.104.150.176,0
203.104.150.177,0
123.30.128.2,0.001
123.30.128.5,0.001
123.30.128.7,0.004
123.30.128.8,0
123.30.128.9,0.058
123.30.128.10,0.001
123.30.128.13,0.001
123.30.128.19,0.001
123.30.128.20,0.001
123.30.128.21,0.001
123.30.128.24,0
123.30.128.28,0
123.30.128.29,0.001
123.30.128.30,0.001
123.30.128.45,0.001
123.30.128.66,0.005
123.30.128.75,0.007
123.30.128.79,0
123.30.128.101,0
123.30.128.102,0
123.30.128.103,0
123.30.128.105,0
123.30.128.106,0.002
123.30.128.114,0
123.30.128.116,0.018
123.30.128.122,0.017
123.30.128.125,0
123.30.128.131,0.001
123.30.128.132,0.004
123.30.128.133,0.001
123.30.128.135,0.002
123.30.128.138,0.011
123.30.128.150,0.002
123.30.128.176,0.212
123.30.128.187,0.189
123.30.128.207,0
123.30.128.216,0
123.30.128.226,0.015
123.30.128.231,0.014
123.30.128.233,0.107
123.30.128.235,0.105
123.30.128.240,0.021
103.252.142.9,0.002
103.252.142.18,0.004
103.252.142.21,0.005
103.252.142.22,0.006
103.252.142.35,0.006
103.252.142.36,0.006
103.252.142.41,0.007
119.3.245.16,0.002
119.3.245.33,0.029
119.3.245.80,0
119.3.245.136,0.004
119.3.245.159,0.002
119.3.245.164,0.009
119.3.245.165,0.004
119.3.245.169,0.002
119.3.245.185,0.002
119.3.245.187,0.024
119.3.245.192,0.005
119.3.245.200,0.003
119.3.245.211,0.002
119.3.245.214,0.01
119.3.245.216,0.015
119.3.245.219,0.189
119.3.245.223,0
119.3.245.240,0.002
49.51.8.35,0.212
49.51.8.41,0.073
49.51.8.44,0.003
49.51.8.55,0.007
49.51.8.57,0.023
49.51.8.65,0.001
49.51.8.69,0
49.51.8.101,0.019
49.51.8.115,0.017
49.51.8.125,0
49.51.8.189,0
49.51.8.246,0.016
49.51.129.13,0
49.51.129.20,0.027
49.51.129.25,0
49.51.129.29,0
49.51.129.39,0
49.51.129.43,0.014
49.51.129.44,0
49.51.129.50,0
49.51.129.75,0
49.51.129.90,0.001
49.51.129.93,0
49.51.129.94,0.015
49.51.129.116,0.016
49.51.129.124,0.018
49.51.129.142,0.016
49.51.129.158,0
49.51.129.164,0
49.51.129.171,0
49.51.129.182,0
49.51.129.197,0
49.51.129.221,0
176.53.43.37,0.044
176.53.43.38,0.007
176.53.43.44,0.013
176.53.43.56,0.007
176.53.43.62,0.007
176.53.43.86,0.066
176.53.43.101,0.005
176.53.43.102,0
176.53.43.105,0.014
176.53.43.130,0.006
176.53.43.131,0
176.53.43.132,0.004
176.53.43.141,0.005
176.53.43.179,0.005
176.53.43.180,0.005
176.53.43.201,0.013
176.53.43.202,0.008
176.53.43.203,0.007
176.53.43.216,0.001
212.97.32.17,0.008
212.97.32.22,0.028
212.97.32.33,0.059
212.97.32.36,0.058
212.97.32.60,0.001
212.97.32.91,0.074
212.97.32.92,0.083
212.97.32.96,0.082
212.97.32.97,0.085
212.97.32.103,0.082
212.97.32.105,0.082
212.97.32.106,0.008
212.97.32.107,0.082
212.97.32.108,0.083
212.97.32.109,0.082
212.97.32.110,0.082
212.97.32.111,0.083
212.97.32.112,0.003
212.97.32.115,0.082
212.97.32.116,0.083
212.97.32.117,0.001
212.97.32.119,0.084
212.97.32.120,0.085
212.97.32.121,0.085
212.97.32.164,0.945
212.97.32.165,0.974
212.97.32.166,0.983
212.97.32.171,0.009
192.193.218.9,0.503
192.193.218.10,0.308
192.193.218.32,0.001
192.193.218.66,0
192.193.218.130,0.478
192.193.218.158,0.052
192.193.218.204,0
192.193.218.207,0
192.193.218.208,0.001
192.193.218.209,0.006
192.193.218.215,0.001
192.193.218.222,0.001
192.193.218.225,0.005
75.2.58.12,0
75.2.58.66,0.003
192.0.72.1,0.028
192.0.72.3,0.03
192.0.72.4,0.03
192.0.72.5,0.029
192.0.72.6,0.029
192.0.72.7,0.031
192.0.72.8,0.024
192.0.72.9,0.029
192.0.72.10,0.023
192.0.72.11,0.03
192.0.72.12,0.03
192.0.72.13,0.03
192.0.72.14,0.029
192.0.72.15,0.03
192.0.72.16,0.03
192.0.72.17,0.03
192.0.72.18,0.024
192.0.72.19,0.021
192.0.72.20,0.03
192.0.72.21,0.03
192.0.72.22,0.031
192.0.72.23,0.03
192.0.72.24,0.03
192.0.72.25,0.03
192.0.72.26,0.03
192.0.72.27,0.029
192.0.72.28,0.023
192.0.72.29,0.032
192.0.72.30,0.031
192.0.72.31,0.023
192.0.72.32,0.032
192.0.72.33,0.025
192.0.72.34,0.031
192.0.72.35,0.029
192.0.72.36,0.031
192.0.72.37,0.031
192.0.72.38,0.03
192.0.72.39,0.03
192.0.72.40,0.03
192.0.72.41,0.024
192.0.72.42,0.028
192.0.72.43,0.03
192.0.72.44,0.03
192.0.72.45,0.029
192.0.72.46,0.03
192.0.72.47,0.029
192.0.72.48,0.029
192.0.72.49,0.03
192.0.72.50,0.03
192.0.72.51,0.031
192.0.72.52,0.024
192.0.72.53,0.031
192.0.72.54,0.03
192.0.72.55,0.031
192.0.72.56,0.03
192.0.72.57,0.029
192.0.72.58,0.032
192.0.72.59,0.031
192.0.72.60,0.032
192.0.72.61,0.029
192.0.72.62,0.024
192.0.72.63,0.028
192.0.72.64,0.031
192.0.72.65,0.03
192.0.72.66,0.028
192.0.72.67,0.03
192.0.72.68,0.028
192.0.72.69,0.031
192.0.72.70,0.03
192.0.72.71,0.031
192.0.72.72,0.029
192.0.72.73,0.03
192.0.72.74,0.029
192.0.72.75,0.028
192.0.72.76,0.03
192.0.72.77,0.03
192.0.72.78,0.03
192.0.72.79,0.031
192.0.72.80,0.029
192.0.72.81,0.031
192.0.72.82,0.03
192.0.72.83,0.023
192.0.72.84,0.032
192.0.72.85,0.03
192.0.72.86,0.03
192.0.72.87,0.024
192.0.72.88,0.029
192.0.72.89,0.028
192.0.72.90,0.03
192.0.72.91,0.03
192.0.72.92,0.032
192.0.72.93,0.029
192.0.72.94,0.03
192.0.72.95,0.029
192.0.72.96,0.031
192.0.72.97,0.03
192.0.72.98,0.032
192.0.72.99,0.023
192.0.72.100,0.029
192.0.72.101,0.031
192.0.72.102,0.03
192.0.72.103,0.029
192.0.72.104,0.031
192.0.72.105,0.03
192.0.72.106,0.03
192.0.72.107,0.023
192.0.72.108,0.03
192.0.72.109,0.029
192.0.72.110,0.029
192.0.72.111,0.029
192.0.72.112,0.028
192.0.72.113,0.028
192.0.72.114,0.03
192.0.72.115,0.03
192.0.72.116,0.03
192.0.72.117,0.024
192.0.72.118,0.03
192.0.72.119,0.032
192.0.72.120,0.031
192.0.72.121,0.03
192.0.72.122,0.029
192.0.72.123,0.029
192.0.72.124,0.028
192.0.72.125,0.029
192.0.72.126,0.029
192.0.72.127,0.03
192.0.72.128,0.023
192.0.72.129,0.03
192.0.72.130,0.023
192.0.72.131,0.03
192.0.72.132,0.03
192.0.72.133,0.028
192.0.72.134,0.032
192.0.72.135,0.03
192.0.72.136,0.03
192.0.72.137,0.032
192.0.72.138,0.021
192.0.72.139,0.03
192.0.72.140,0.031
192.0.72.141,0.03
192.0.72.142,0.03
192.0.72.143,0.03
192.0.72.144,0.03
192.0.72.145,0.03
192.0.72.146,0.032
192.0.72.147,0.03
192.0.72.148,0.03
192.0.72.149,0.029
192.0.72.150,0.03
192.0.72.151,0.03
192.0.72.152,0.03
192.0.72.153,0.03
192.0.72.154,0.029
192.0.72.155,0.031
192.0.72.156,0.028
192.0.72.157,0.03
192.0.72.158,0.028
192.0.72.159,0.024
192.0.72.160,0.032
192.0.72.161,0.029
192.0.72.162,0.029
192.0.72.163,0.024
192.0.72.164,0.03
192.0.72.165,0.032
192.0.72.166,0.028
192.0.72.167,0.031
192.0.72.168,0.031
192.0.72.169,0.03
192.0.72.170,0.032
192.0.72.171,0.03
192.0.72.172,0.032
192.0.72.173,0.031
192.0.72.174,0.031
192.0.72.175,0.029
192.0.72.176,0.029
192.0.72.177,0.03
192.0.72.178,0.03
192.0.72.179,0.029
192.0.72.180,0.028
192.0.72.181,0.03
192.0.72.182,0.03
192.0.72.183,0.03
192.0.72.184,0.027
192.0.72.185,0.022
192.0.72.186,0.03
192.0.72.187,0.03
192.0.72.188,0.028
192.0.72.189,0.03
192.0.72.190,0.031
192.0.72.191,0.026
192.0.72.192,0.029
192.0.72.193,0.029
192.0.72.194,0.031
192.0.72.195,0.028
192.0.72.196,0.03
192.0.72.197,0.029
192.0.72.198,0.028
192.0.72.199,0.03
192.0.72.200,0.029
192.0.72.201,0.027
192.0.72.202,0.03
192.0.72.203,0.028
192.0.72.204,0.029
192.0.72.205,0.03
192.0.72.206,0.023
192.0.72.207,0.029
192.0.72.208,0.03
192.0.72.209,0.03
192.0.72.210,0.029
192.0.72.211,0.031
192.0.72.212,0.03
192.0.72.213,0.031
192.0.72.214,0.03
192.0.72.215,0.03
192.0.72.216,0.03
192.0.72.217,0.03
192.0.72.218,0.029
192.0.72.219,0.028
192.0.72.220,0.023
192.0.72.221,0.029
192.0.72.222,0.028
192.0.72.223,0.024
192.0.72.224,0.03
192.0.72.225,0.028
192.0.72.226,0.031
192.0.72.227,0.03
192.0.72.228,0.029
192.0.72.229,0.023
192.0.72.230,0.029
192.0.72.231,0.029
192.0.72.232,0.031
192.0.72.233,0.03
192.0.72.234,0.031
192.0.72.235,0.03
192.0.72.236,0.024
192.0.72.237,0.032
192.0.72.238,0.03
192.0.72.239,0.03
192.0.72.240,0.028
192.0.72.241,0.03
192.0.72.242,0.03
192.0.72.243,0.021
192.0.72.244,0.03
192.0.72.245,0.03
192.0.72.246,0.031
192.0.72.247,0.029
192.0.72.248,0.03
192.0.72.249,0.024
192.0.72.250,0.028
192.0.72.251,0.029
192.0.72.252,0.031
192.0.72.253,0.03
192.0.72.254,0.03
153.2.228.55,0.008
153.2.228.60,0.366
42.156.140.114,0
42.156.140.171,0.001
59.151.116.36,0.022
59.151.116.49,0.015
59.151.116.55,0.016
59.151.116.56,0.022
59.151.116.57,0.019
59.151.116.86,0.001
59.151.116.87,0.001
59.151.116.88,0.001
59.151.116.93,0.001
59.151.116.100,0.002
59.151.116.103,0.002
59.151.116.104,0.001
59.151.116.118,0.022
59.151.116.136,0.001
59.151.116.139,0.022
59.151.116.189,0.001
59.151.116.190,0.001
59.151.116.191,0.001
59.151.116.192,0.001
59.151.116.206,0.022
59.151.116.252,0.027
208.85.40.41,0
208.85.40.98,0.025
208.85.40.106,0.024
208.85.40.129,0.025
208.85.40.134,0.014
208.85.40.137,0.024
208.85.40.144,0
208.85.40.145,0
208.85.40.146,0
208.85.40.147,0
208.85.40.150,0.002
208.85.40.157,0.074
208.85.40.160,0.058
208.85.40.163,0.022
51.68.19.4,0.006
51.68.19.7,0.03
51.68.19.9,0.242
51.68.19.16,0.026
51.68.19.18,0.153
51.68.19.21,0.013
51.68.19.27,0.006
51.68.19.30,0.518
51.68.19.35,0.006
51.68.19.39,0.143
51.68.19.46,0.132
51.68.19.47,0.017
51.68.19.63,0.001
51.68.19.66,0
51.68.19.68,0
51.68.19.69,0
51.68.19.70,0
51.68.19.72,0.007
51.68.19.76,0.133
51.68.19.77,0.137
51.68.19.78,0.027
51.68.19.80,0.025
51.68.19.83,0.022
51.68.19.88,0
51.68.19.89,0
51.68.19.90,0.015
51.68.19.94,0
51.68.19.95,0
51.68.19.96,0
51.68.19.102,0.003
51.68.19.121,0.026
51.68.19.122,0.408
51.68.19.123,0.323
51.68.19.125,0.013
51.68.19.152,0.001
51.68.19.154,0.001
51.68.19.155,0.001
51.68.19.156,0.001
51.68.19.158,0.001
51.68.19.159,0.001
51.68.19.166,0.003
141.0.174.9,0.001
141.0.174.38,0.001
141.0.174.159,0.001
141.0.174.205,0.001
141.0.174.232,0.518
77.75.75.167,0
77.75.75.174,0.007
77.75.75.177,0.013
218.211.33.20,0.007
218.211.33.24,0.007
218.211.33.68,0
218.211.33.73,0.289
218.211.33.76,0.085
218.211.33.79,0.029
218.211.33.80,0
218.211.33.81,0.07
218.211.33.82,0.001
218.211.33.84,0.002
218.211.33.89,0.007
194.50.69.65,0.055
194.50.69.66,0.061
194.50.69.67,0.016
194.50.69.68,0.063
194.50.69.69,0.011
194.50.69.70,0.027
194.50.69.71,0.03
194.50.69.72,0.03
194.50.69.73,0.025
194.50.69.74,0.028
194.50.69.121,0.029
194.50.69.122,0.039
194.50.69.123,0.038
194.50.69.130,0.04
194.50.69.132,0.037
194.50.69.133,0.042
194.50.69.137,0.032
194.50.69.141,0.022
194.50.69.142,0.038
194.50.69.143,0.029
194.50.69.144,0.035
194.50.69.155,0.04
194.50.69.157,0.019
194.50.69.160,0.033
194.50.69.168,0.001
194.50.69.169,0.037
194.50.69.175,0.032
194.50.69.176,0.034
194.50.69.194,0.498
54.239.26.183,0
54.239.26.206,0.537
54.239.26.209,0.571
54.239.26.214,0.006
54.239.26.221,0.524
54.239.26.242,0.001
109.71.161.128,0
109.71.161.129,0
109.71.161.130,0
109.71.161.131,0
109.71.161.132,0
109.71.161.133,0
109.71.161.134,0
109.71.161.135,0
35.190.13.1,0.004
35.190.13.4,0
35.190.13.15,0.039
35.190.13.19,0.023
35.190.13.22,0.033
35.190.13.32,0.001
35.190.13.42,0
35.190.13.44,0
35.190.13.45,0.018
35.190.13.46,0.002
35.190.13.53,0.018
35.190.13.60,2.833
35.190.13.63,0
35.190.13.68,0
35.190.13.94,0.599
35.190.13.107,0
35.190.13.108,0.003
35.190.13.109,0.047
35.190.13.114,0
35.190.13.135,0.639
35.190.13.145,0.273
35.190.13.148,0.001
35.190.13.151,0.011
35.190.13.160,0
35.190.13.177,0.009
35.190.13.183,0.024
35.190.13.192,0.031
35.190.13.201,0.851
35.190.13.213,0
35.190.13.227,0
35.190.13.239,0.014
35.190.13.246,0.01
35.190.13.247,0.04
35.190.13.249,0.169
35.190.13.250,0.015
198.143.164.10,0.054
198.143.164.11,0.057
198.143.164.12,0.057
198.143.164.13,0.056
198.143.164.34,0
198.143.164.36,0.057
198.143.164.37,0.06
198.143.164.38,0.057
198.143.164.39,0.058
198.143.164.60,0
198.143.164.105,0.001
198.143.164.106,0.033
198.143.164.108,0.053
198.143.164.109,0.004
198.143.164.110,0.01
198.143.164.111,0.033
198.143.164.151,0.06
198.143.164.243,0
198.143.164.244,0
198.143.164.245,0
198.143.164.246,0
198.143.164.248,0.058
198.143.164.249,0.057
198.143.164.250,0.057
198.143.164.251,0.056
198.143.164.253,0.026
198.143.164.254,0.025
50.19.210.34,0
50.19.210.72,0.148
50.19.210.141,0.006
50.19.210.145,0.004
50.19.210.147,0
50.19.210.162,0
50.19.210.176,0.036
50.19.210.183,0.016
50.19.210.198,0
50.19.210.210,0.088
50.19.210.224,0.111
50.19.210.251,0.017
124.243.192.34,0.034
103.6.117.3,0.155
103.6.117.4,0.183
103.6.117.5,0.183
103.6.117.41,0.129
103.6.117.47,0.099
103.6.117.48,0.109
103.6.117.49,0.11
103.6.117.51,0.136
103.6.117.56,0.136
103.6.117.68,0.183
103.6.117.69,0.181
103.6.117.70,0.181
103.6.117.71,0.184
103.6.117.81,0.002
204.135.8.26,0.015
204.135.8.45,0.015
204.135.8.47,0.015
204.135.8.51,0.015
204.135.8.126,0.175
204.135.8.137,0.001
204.135.8.155,0.082
204.135.8.175,0.087
204.135.8.176,0.085
204.135.8.177,0.068
204.135.8.178,0.083
204.135.8.179,0.086
204.135.8.180,0.086
204.135.8.181,0.088
204.135.8.182,0.085
204.135.8.183,0.078
204.135.8.184,0.088
204.135.8.185,0.089
204.135.8.186,0.087
204.135.8.187,0.088
84.53.156.7,0.122
84.53.156.8,0.007
84.53.156.15,0.007
84.53.156.105,0.008
84.53.156.110,0.007
144.160.36.36,0.247
144.160.36.37,0.289
144.160.36.38,0.342
144.160.36.39,0.32
144.160.36.43,0
144.160.36.45,0.929
144.160.36.46,0.801
144.160.36.48,0.005
144.160.36.49,0.006
144.160.36.69,0.525
144.160.36.71,0.901
144.160.36.176,0.003
209.102.213.16,0
209.102.213.17,0
209.102.213.20,0
209.102.213.26,0
209.102.213.30,0
209.102.213.31,0
209.102.213.37,0.016
209.102.213.46,0
209.102.213.47,0
209.102.213.48,0
209.102.213.51,0
209.102.213.52,0
209.102.213.54,0
209.102.213.55,0
209.102.213.56,0
209.102.213.60,1.454
209.102.213.62,0
209.102.213.63,0
209.102.213.67,0
209.102.213.76,0
209.102.213.78,0
209.102.213.79,0.001
209.102.213.105,0
209.102.213.135,0.001
209.102.213.151,0
209.102.213.154,0
209.102.213.157,0
209.102.213.165,0.001
54.254.160.3,0
54.254.160.5,0.005
54.254.160.9,0.057
54.254.160.41,0.008
54.254.160.44,0
54.254.160.48,0.002
54.254.160.74,0.017
54.254.160.115,0.026
54.254.160.124,0
54.254.160.131,0.002
54.254.160.132,0.002
54.254.160.140,0.028
54.254.160.171,0.028
54.254.160.175,0.092
54.254.160.177,0
54.254.160.185,0.003
54.254.160.205,0.002
54.254.160.215,0.011
54.254.160.217,0.002
54.254.160.220,0.002
54.254.160.235,0
54.254.160.244,0.091
54.254.160.248,0.012
54.254.160.249,0.046
159.54.242.25,0.02
159.54.242.26,0.023
159.54.242.28,0.023
159.54.242.251,0.056
192.144.194.13,0.001
192.144.194.20,0.009
192.144.194.32,0.103
192.144.194.34,0
192.144.194.42,0
192.144.194.45,0.002
192.144.194.48,0.115
192.144.194.49,0
192.144.194.55,0.001
192.144.194.57,0.036
192.144.194.58,0.393
192.144.194.72,0.017
192.144.194.73,0.013
192.144.194.84,0
192.144.194.94,0
192.144.194.96,0.003
192.144.194.100,0
192.144.194.101,0.001
192.144.194.105,0.014
192.144.194.136,0.495
192.144.194.137,0.002
192.144.194.139,0.001
192.144.194.141,0
192.144.194.143,0.005
192.144.194.151,0.001
192.144.194.157,0
192.144.194.158,0.001
192.144.194.161,0.016
192.144.194.162,0.01
192.144.194.164,0.156
192.144.194.173,0.002
192.144.194.178,0
192.144.194.193,0.001
192.144.194.202,0.017
192.144.194.206,0
192.144.194.215,0
192.144.194.218,0.003
192.144.194.222,0
192.144.194.227,0.002
192.144.194.239,0.02
192.144.194.242,0.01
192.144.194.244,0.002
192.144.194.250,0.003
192.144.194.251,0
207.241.224.4,0.136
207.241.224.5,0.137
207.241.224.6,0.007
207.241.224.21,0
207.241.224.27,0.136
207.241.224.28,0.136
207.241.224.31,0.136
207.241.224.35,0.135
207.241.224.41,0.136
207.241.224.51,0.136
207.241.224.52,0.134
207.241.224.53,0.134
207.241.224.57,0.137
207.241.224.58,0.136
207.241.224.59,0.135
207.241.224.60,0.138
194.54.14.6,0.006
194.54.14.53,0.059
152.199.21.111,0
151.101.0.118,0.03
151.101.0.119,0.066
151.101.0.188,0.187
151.101.0.250,0.031
216.105.38.7,0.136
216.105.38.10,0.001
216.105.38.11,0.001
216.105.38.12,0.031
216.105.38.14,0.139
216.105.38.18,0.136
216.105.38.19,0
216.105.38.20,0
216.105.38.25,0
216.105.38.27,0
137.254.120.8,0.114
137.254.120.10,0.091
137.254.120.14,0.001
137.254.120.15,0.099
137.254.120.28,0.131
137.254.120.42,0.001
15.72.164.52,0.001
15.72.164.72,0.003
15.72.164.73,0.003
54.172.126.12,0.003
54.172.126.19,0.104
54.172.126.97,0.002
54.172.126.103,0.257
54.172.126.121,0.061
54.172.126.140,0.013
54.172.126.189,0.006
54.172.126.254,0.003
47.95.164.2,0.001
47.95.164.11,0
47.95.164.14,0.058
47.95.164.20,0
47.95.164.32,0.002
47.95.164.39,0.001
47.95.164.40,0.036
47.95.164.53,0.005
47.95.164.61,0
47.95.164.62,0.024
47.95.164.72,0.029
47.95.164.73,0.001
47.95.164.78,0
47.95.164.87,0.081
47.95.164.97,0
47.95.164.99,0.011
47.95.164.100,0.011
47.95.164.103,0.002
47.95.164.113,0.002
47.95.164.122,0.009
47.95.164.127,0
47.95.164.142,0.008
47.95.164.147,0.033
47.95.164.152,0
47.95.164.153,0.002
47.95.164.155,0.279
47.95.164.163,0.068
47.95.164.169,0.011
47.95.164.187,0.002
47.95.164.208,0.001
47.95.164.209,0
47.95.164.211,0
47.95.164.212,0.001
47.95.164.214,0
47.95.164.232,0.01
47.95.164.240,0.002
47.95.164.241,0
47.95.164.245,0
47.95.164.252,0.001
118.145.26.66,0.012
118.145.26.69,0
118.145.26.70,0.002
118.145.26.74,0.022
118.145.26.75,0.001
118.145.26.83,0.028
118.145.26.122,0
118.145.26.171,0.02
118.145.26.174,0
118.145.26.179,0
118.145.26.181,0.046
118.145.26.194,0
118.145.26.209,0.005
118.145.26.214,0.001
118.145.26.215,0
118.145.26.216,0.002
118.145.26.217,0
134.175.173.16,0.123
134.175.173.18,0.002
134.175.173.38,0.002
134.175.173.56,0.002
134.175.173.61,0.001
134.175.173.82,0.007
134.175.173.136,0
134.175.173.137,0.001
134.175.173.163,0.156
134.175.173.182,0.001
134.175.173.201,0.008
134.175.173.214,0.003
134.175.173.240,0.008
219.238.238.39,0
219.238.238.58,0.084
219.238.238.118,0.004
219.238.238.119,0.003
185.188.104.11,0.003
159.253.176.132,0.003
